HowOldAreYou,WhatIsYourSex,HowTallAreYouWithoutShoesInMeters,HowMuchDoYouWeighWithoutShoesInKG,weight,BMI,Sex,Age
4.0,2.0,1.83,65.77,0.9977,19.639284541192627,Male,15
4.0,2.0,1.75,63.5,0.9977,20.73469387755102,Male,15
6.0,2.0,1.85,90.72,1.6333,26.506939371804233,Male,17
5.0,2.0,1.83,73.94,1.6333,22.078891576338496,Male,16
6.0,1.0,1.57,54.43,1.9632,22.082031725424965,Female,17
5.0,2.0,1.8,68.04,1.363,21.0,Male,16
5.0,2.0,1.83,63.5,1.6333,18.961450028367523,Male,16
6.0,1.0,1.68,58.97,1.9632,20.89356575963719,Female,17
6.0,2.0,1.75,62.6,1.6333,20.440816326530612,Male,17
6.0,1.0,1.65,54.43,1.9632,19.99265381083563,Female,17
6.0,2.0,1.78,64.41,1.6333,20.3288726170938,Male,17
6.0,1.0,1.57,50.8,1.9632,20.60935534910138,Female,17
6.0,1.0,1.63,54.43,1.9632,20.4862810041778,Female,17
6.0,1.0,1.57,61.24,1.9632,24.844821290924582,Female,17
5.0,2.0,1.8,81.65,1.6333,25.200617283950617,Male,16
6.0,2.0,1.75,63.5,1.6333,20.73469387755102,Male,17
6.0,2.0,1.83,79.38,1.6333,23.703305563020688,Male,17
6.0,1.0,1.7,62.6,1.9632,21.660899653979243,Female,17
6.0,1.0,1.6,72.58,1.274,28.351562499999993,Female,17
6.0,2.0,1.73,56.7,1.363,18.944836112132045,Male,17
5.0,1.0,1.63,53.07,1.9632,19.97440626293801,Female,16
6.0,1.0,1.65,58.97,1.9632,21.660238751147844,Female,17
6.0,1.0,1.8,79.38,1.9632,24.499999999999996,Female,17
5.0,2.0,1.78,67.59,1.363,21.332533770988512,Male,16
5.0,1.0,1.65,48.99,1.9651,17.994490358126725,Female,16
5.0,1.0,1.6,54.43,1.9651,21.261718749999996,Female,16
4.0,1.0,1.55,48.99,1.9651,20.391259105098854,Female,15
5.0,1.0,1.68,68.04,1.9651,24.107142857142865,Female,16
5.0,1.0,1.63,51.71,1.9651,19.46253152169822,Female,16
5.0,1.0,1.65,58.97,1.9651,21.660238751147844,Female,16
5.0,1.0,1.57,53.98,1.8451,21.899468538277414,Female,16
4.0,2.0,1.68,56.7,2.135,20.08928571428572,Male,15
4.0,2.0,1.7,58.97,2.135,20.40484429065744,Male,15
5.0,2.0,1.75,63.5,2.135,20.73469387755102,Male,16
6.0,2.0,1.73,62.14,1.6333,20.76247118179692,Male,17
5.0,2.0,1.83,73.48,2.135,21.94153304069993,Male,16
5.0,2.0,1.73,68.04,2.135,22.733803334558456,Male,16
5.0,2.0,1.78,81.65,1.7375,25.7701047847494,Male,16
5.0,2.0,1.8,58.97,2.135,18.200617283950617,Male,16
5.0,1.0,1.75,56.7,1.9651,18.514285714285716,Female,16
4.0,1.0,1.55,56.25,1.9651,23.413111342351716,Female,15
7.0,1.0,1.7,79.38,1.274,27.467128027681664,Female,18
7.0,1.0,1.63,86.18,1.274,32.43629794120969,Female,18
6.0,1.0,1.65,48.54,1.274,17.829201101928376,Female,17
6.0,1.0,1.6,52.16,1.274,20.374999999999996,Female,17
7.0,1.0,1.83,61.24,1.274,18.286601570664992,Female,18
6.0,1.0,1.65,50.8,1.274,18.6593204775023,Female,17
6.0,2.0,1.78,72.58,1.6617,22.907461179144047,Male,17
7.0,1.0,1.7,61.24,1.274,21.190311418685123,Female,18
7.0,1.0,1.73,54.43,1.274,18.186374419459387,Female,18
7.0,1.0,1.68,70.31,1.274,24.911422902494337,Female,18
6.0,1.0,1.6,38.56,1.2387,15.062499999999998,Female,17
7.0,1.0,1.68,68.04,1.274,24.107142857142865,Female,18
6.0,1.0,1.63,41.73,1.274,15.70627422936505,Female,17
7.0,1.0,1.63,63.5,1.274,23.90003387406376,Female,18
6.0,1.0,1.75,60.33,1.274,19.699591836734694,Female,17
6.0,1.0,1.63,67.59,1.274,25.439421882645192,Female,17
7.0,2.0,1.85,108.86,1.6617,31.80715850986121,Male,18
6.0,2.0,1.85,77.57,1.6617,22.664718772826877,Male,17
6.0,2.0,1.8,72.58,1.6617,22.401234567901234,Male,17
6.0,2.0,1.9,86.18,1.6617,23.87257617728532,Male,17
6.0,2.0,1.8,83.92,1.6617,25.901234567901234,Male,17
7.0,2.0,1.73,58.97,1.6617,19.703297804804702,Male,18
6.0,2.0,1.68,61.24,1.6617,21.697845804988667,Male,17
6.0,2.0,1.75,80.74,1.6617,26.36408163265306,Male,17
7.0,2.0,1.78,88.45,1.6617,27.91629844716576,Male,18
6.0,2.0,1.68,74.84,1.6617,26.51643990929706,Male,17
7.0,2.0,1.93,72.58,1.6617,19.48508684796907,Male,18
6.0,1.0,1.73,58.97,0.1113,19.703297804804702,Female,17
6.0,1.0,1.65,61.69,0.1113,22.6593204775023,Female,17
6.0,2.0,1.8,72.12,0.263,22.25925925925926,Male,17
7.0,2.0,1.78,84.82,0.263,26.770609771493497,Male,18
7.0,1.0,1.63,58.51,0.1113,22.021905227897175,Female,18
6.0,1.0,1.6,52.16,0.1113,20.374999999999996,Female,17
6.0,1.0,1.7,72.58,0.1113,25.114186851211073,Female,17
7.0,1.0,1.68,95.26,0.1113,33.7514172335601,Female,18
6.0,2.0,1.93,89.81,0.263,24.11071438159414,Male,17
7.0,2.0,1.8,77.57,0.263,23.941358024691354,Male,18
6.0,2.0,1.88,70.31,0.263,19.893051154368493,Male,17
7.0,2.0,1.63,97.52,0.263,36.70442997478264,Male,18
6.0,1.0,1.55,81.65,0.0671,33.98543184183142,Female,17
6.0,1.0,1.63,63.5,0.0671,23.90003387406376,Female,17
7.0,1.0,1.63,58.97,0.0671,22.19503933155181,Female,18
5.0,1.0,1.63,49.9,0.0671,18.781286461665854,Female,16
6.0,1.0,1.55,51.26,0.0671,21.336108220603535,Female,17
6.0,1.0,1.57,51.26,0.0671,20.795975495963322,Female,17
6.0,1.0,1.57,48.54,0.0671,19.692482453649234,Female,17
5.0,2.0,1.78,69.4,0.1106,21.90380002524934,Male,16
6.0,2.0,1.65,58.97,0.1106,21.660238751147844,Male,17
5.0,2.0,1.83,122.47,0.1106,36.57021708620741,Male,16
7.0,2.0,1.96,75.75,0.1106,19.718346522282385,Male,18
7.0,2.0,1.93,131.54,0.1106,35.31369969663615,Male,18
5.0,2.0,1.83,76.66,0.1106,22.891098569679592,Male,16
6.0,2.0,1.65,58.97,0.1106,21.660238751147844,Male,17
7.0,2.0,1.73,73.48,0.263,24.55143840422333,Male,18
6.0,2.0,1.88,77.11,0.263,21.816998641919422,Male,17
6.0,2.0,1.78,107.05,0.263,33.786769347304634,Male,17
7.0,1.0,1.68,58.06,0.1113,20.57114512471656,Female,18
7.0,1.0,1.5,52.16,0.1113,23.182222222222222,Female,18
7.0,1.0,1.68,90.72,0.1113,32.142857142857146,Female,18
7.0,1.0,1.6,67.59,0.1113,26.402343749999996,Female,18
6.0,1.0,1.65,72.58,0.1113,26.6593204775023,Female,17
7.0,1.0,1.55,49.9,0.1113,20.770031217481787,Female,18
7.0,1.0,1.55,72.58,0.1113,30.210197710718,Female,18
7.0,1.0,1.6,59.88,0.1113,23.390624999999996,Female,18
6.0,1.0,1.63,64.41,0.1113,24.242538296510972,Female,17
6.0,1.0,1.65,62.6,0.1113,22.99357208448118,Female,17
7.0,1.0,1.68,53.52,0.1113,18.96258503401361,Female,18
6.0,1.0,1.63,85.73,0.1113,32.26692762241711,Female,17
7.0,1.0,1.57,83.92,0.1113,34.04600592316118,Female,18
6.0,1.0,1.6,55.79,0.1113,21.792968749999996,Female,17
7.0,1.0,1.55,54.43,0.1113,22.655567117585846,Female,18
6.0,1.0,1.65,72.12,0.1113,26.490358126721766,Female,17
6.0,1.0,1.65,70.31,0.1113,25.825528007346193,Female,17
5.0,1.0,1.63,56.7,0.1331,21.340660167864808,Female,16
6.0,1.0,1.7,63.05,0.1331,21.816608996539795,Female,17
5.0,2.0,1.65,73.48,0.1702,26.989898989898993,Male,16
4.0,2.0,1.78,124.29,0.2023,39.22800151496023,Male,15
5.0,2.0,1.68,61.69,0.2023,21.85728458049887,Male,16
5.0,2.0,1.73,80.74,0.2023,26.97717932440108,Male,16
5.0,2.0,1.83,68.04,0.2023,20.317119054017738,Male,16
5.0,2.0,1.88,68.04,0.1702,19.250792213671346,Male,16
5.0,2.0,1.93,70.31,0.2023,18.875674514752074,Male,16
5.0,2.0,1.8,66.68,0.2023,20.580246913580247,Male,16
4.0,1.0,1.78,75.3,0.1331,23.76593864411059,Female,15
4.0,1.0,1.68,69.85,0.1331,24.7484410430839,Female,15
4.0,1.0,1.75,58.97,0.1331,19.25551020408163,Female,15
5.0,1.0,1.73,83.92,0.1331,28.03969394233018,Female,16
4.0,1.0,1.75,55.79,0.1331,18.217142857142857,Female,15
5.0,1.0,1.75,72.12,0.1331,23.549387755102043,Female,16
5.0,2.0,1.85,83.92,0.2023,24.520087655222788,Male,16
4.0,2.0,1.73,73.48,0.2023,24.55143840422333,Male,15
4.0,1.0,1.57,50.35,0.1331,20.42679216195383,Female,15
4.0,1.0,1.65,83.92,0.1331,30.824609733700647,Female,15
7.0,1.0,1.68,73.94,0.1331,26.19756235827665,Female,18
5.0,1.0,1.52,54.43,0.1331,23.558691135734072,Female,16
4.0,1.0,1.55,45.36,0.1331,18.88033298647242,Female,15
4.0,1.0,1.63,69.4,0.1331,26.12066694267756,Female,15
5.0,1.0,1.6,65.77,0.1331,25.691406249999993,Female,16
4.0,1.0,1.63,37.2,0.1331,14.0012796868531,Female,15
5.0,1.0,1.6,54.89,0.1331,21.441406249999996,Female,16
5.0,1.0,1.7,53.52,0.1331,18.519031141868517,Female,16
4.0,1.0,1.78,61.24,0.1331,19.328367630349703,Female,15
5.0,1.0,1.65,70.31,0.1331,25.825528007346193,Female,16
5.0,1.0,1.65,72.58,0.1331,26.6593204775023,Female,16
5.0,1.0,1.6,68.04,0.1331,26.578124999999996,Female,16
4.0,1.0,1.55,79.38,0.1331,33.04058272632674,Female,15
5.0,2.0,1.65,65.77,0.2023,24.157943067033976,Male,16
6.0,2.0,1.8,128.37,0.2023,39.62037037037037,Male,17
6.0,2.0,1.85,76.2,0.2023,22.26442658875091,Male,17
5.0,2.0,1.8,69.4,0.2023,21.419753086419753,Male,16
6.0,2.0,1.63,56.7,0.2023,21.340660167864808,Male,17
3.0,1.0,1.85,86.18,0.1403,25.18042366691015,Female,14
4.0,1.0,1.27,59.88,0.1403,37.12567425134851,Female,15
4.0,1.0,1.6,47.63,0.1403,18.605468749999996,Female,15
4.0,2.0,1.65,50.35,0.1489,18.494031221303953,Male,15
6.0,2.0,1.78,99.79,0.1489,31.49539199596011,Male,17
5.0,2.0,1.65,79.38,0.1489,29.15702479338843,Male,16
4.0,2.0,1.78,124.74,0.1489,39.37002903673778,Male,15
6.0,2.0,1.83,97.52,0.1489,29.120009555376388,Male,17
5.0,2.0,1.75,69.4,0.1489,22.66122448979592,Male,16
5.0,1.0,1.55,60.33,0.1403,25.111342351716957,Female,16
3.0,1.0,1.65,79.83,0.1403,29.32231404958678,Female,14
4.0,1.0,1.73,54.43,0.1403,18.186374419459387,Female,15
5.0,1.0,1.6,69.85,0.1403,27.285156249999993,Female,16
3.0,1.0,1.55,73.48,0.1403,30.584807492195626,Female,14
4.0,2.0,1.9,71.67,0.1489,19.85318559556787,Male,15
4.0,2.0,1.75,69.85,0.1489,22.80816326530612,Male,15
3.0,2.0,1.9,72.58,0.1489,20.105263157894736,Male,14
4.0,2.0,1.85,77.11,0.1489,22.530314097881664,Male,15
5.0,2.0,1.68,79.38,0.1355,28.125000000000004,Male,16
5.0,2.0,1.68,51.26,0.1489,18.16184807256236,Male,16
4.0,2.0,1.83,73.48,0.1489,21.94153304069993,Male,15
4.0,1.0,1.68,75.75,0.1403,26.83886054421769,Female,15
3.0,1.0,1.7,68.04,0.1403,23.543252595155714,Female,14
3.0,1.0,1.73,45.36,0.1403,15.155868889705635,Female,14
6.0,1.0,1.65,80.74,0.1403,29.656565656565657,Female,17
5.0,1.0,1.42,74.84,0.1403,37.11565165641738,Female,16
4.0,1.0,1.6,87.09,0.1403,34.01953124999999,Female,15
3.0,1.0,1.65,65.77,0.1403,24.157943067033976,Female,14
4.0,1.0,1.5,92.53,0.1403,41.12444444444444,Female,15
4.0,2.0,1.88,83.01,0.1489,23.486306020823907,Male,15
3.0,2.0,1.83,70.76,0.1489,21.129326047358834,Male,14
3.0,2.0,1.65,51.71,0.1489,18.993572084481176,Male,14
4.0,2.0,1.75,54.43,0.1489,17.773061224489794,Male,15
6.0,2.0,1.8,73.94,0.1489,22.820987654320984,Male,17
5.0,2.0,1.73,65.77,0.1489,21.975341641885795,Male,16
5.0,2.0,1.83,138.35,0.1106,41.312072620860576,Male,16
5.0,1.0,1.73,52.16,0.0671,17.427912726786726,Female,16
6.0,1.0,1.65,64.41,0.0671,23.65840220385675,Female,17
6.0,1.0,1.6,54.43,0.0671,21.261718749999996,Female,17
5.0,1.0,1.63,67.59,0.0671,25.439421882645192,Female,16
6.0,1.0,1.65,63.5,0.0671,23.32415059687787,Female,17
6.0,1.0,1.68,58.97,0.0671,20.89356575963719,Female,17
6.0,1.0,1.63,47.63,0.0671,17.92690729797885,Female,17
5.0,1.0,1.65,79.38,0.0671,29.15702479338843,Female,16
5.0,1.0,1.52,61.69,0.0671,26.701004155124654,Female,16
5.0,1.0,1.68,77.57,0.0671,27.483701814058957,Female,16
7.0,1.0,1.7,74.84,0.0671,25.8961937716263,Female,18
6.0,1.0,1.68,56.7,0.0671,20.08928571428572,Female,17
6.0,2.0,1.9,94.8,0.1106,26.26038781163435,Male,17
6.0,2.0,1.75,106.6,0.1106,34.80816326530612,Male,17
6.0,2.0,1.63,90.72,0.1106,34.14505626858369,Male,17
5.0,2.0,1.8,113.4,0.1106,35.0,Male,16
6.0,2.0,1.83,77.11,0.1106,23.025471050195584,Male,17
4.0,1.0,1.7,79.83,0.2389,27.622837370242216,Female,15
5.0,2.0,1.52,62.14,0.446,26.895775623268698,Male,16
4.0,2.0,1.85,100.7,0.4058,29.422936449963476,Male,15
4.0,2.0,1.85,64.86,0.446,18.951059167275382,Male,15
4.0,2.0,1.55,59.42,0.446,24.732570239334024,Male,15
4.0,2.0,1.63,61.24,0.446,23.049418495238815,Male,15
4.0,2.0,1.8,64.86,0.446,20.018518518518515,Male,15
3.0,1.0,1.7,53.52,0.2389,18.519031141868517,Female,14
3.0,1.0,1.57,63.5,0.2389,25.76169418637673,Female,14
4.0,1.0,1.68,82.1,0.2389,29.08871882086168,Female,15
4.0,1.0,1.68,60.78,0.2389,21.534863945578234,Female,15
4.0,1.0,1.68,73.03,0.2389,25.875141723356013,Female,15
5.0,1.0,1.68,94.8,0.2389,33.58843537414966,Female,16
4.0,1.0,1.55,45.36,0.2389,18.88033298647242,Female,15
4.0,1.0,1.57,81.65,0.2389,33.12507606799465,Female,15
4.0,1.0,1.57,51.71,0.2389,20.978538683110877,Female,15
4.0,1.0,1.55,57.61,0.2389,23.97918834547346,Female,15
4.0,2.0,1.78,61.69,0.446,19.470395152127256,Male,15
4.0,2.0,1.65,55.79,0.446,20.492194674012858,Male,15
5.0,2.0,1.7,55.79,0.446,19.304498269896197,Male,16
5.0,1.0,1.73,107.96,0.2389,36.072037154599215,Female,16
4.0,1.0,1.65,58.06,0.2389,21.325987144168966,Female,15
4.0,1.0,1.68,55.34,0.2389,19.60742630385488,Female,15
5.0,2.0,1.68,63.5,0.446,22.498582766439913,Male,16
4.0,2.0,1.88,77.11,0.446,21.816998641919422,Male,15
4.0,2.0,1.73,58.97,0.446,19.703297804804702,Male,15
4.0,1.0,1.52,71.22,0.2389,30.825831024930746,Female,15
5.0,1.0,1.57,77.57,0.2389,31.469836504523506,Female,16
3.0,1.0,1.55,48.54,0.2389,20.20395421436004,Female,14
3.0,1.0,1.6,56.7,0.2389,22.148437499999996,Female,14
7.0,2.0,1.7,83.92,0.2765,29.038062283737027,Male,18
7.0,2.0,1.83,127.01,0.2765,37.92588611185762,Male,18
6.0,2.0,1.7,79.38,0.2765,27.467128027681664,Male,17
6.0,1.0,1.75,55.79,0.3204,18.217142857142857,Female,17
7.0,1.0,1.75,83.46,0.3204,27.25224489795918,Female,18
6.0,1.0,1.63,96.62,0.3204,36.36568933719749,Female,17
7.0,1.0,1.57,49.9,0.3204,20.24422897480628,Female,18
7.0,1.0,1.7,58.97,0.3204,20.40484429065744,Female,18
7.0,1.0,1.55,68.95,0.3204,28.69927159209157,Female,18
6.0,2.0,1.73,49.9,0.2765,16.672792275050952,Male,17
7.0,2.0,1.7,49.9,0.2765,17.26643598615917,Male,18
6.0,2.0,1.83,77.11,0.2765,23.025471050195584,Male,17
7.0,2.0,1.93,80.74,0.2765,21.67574968455529,Male,18
6.0,2.0,1.83,68.04,0.2765,20.317119054017738,Male,17
7.0,1.0,1.63,80.74,0.2985,30.388798976250516,Female,18
5.0,1.0,1.63,53.98,0.2985,20.316910685385224,Female,16
6.0,1.0,1.73,47.17,0.2985,15.760633499281633,Female,17
6.0,1.0,1.73,63.05,0.2985,21.066524107053358,Female,17
5.0,2.0,1.65,75.3,0.3537,27.658402203856753,Male,16
6.0,2.0,1.65,77.11,0.3537,28.323232323232325,Male,17
6.0,2.0,1.93,112.49,0.3537,30.19946844210583,Male,17
6.0,2.0,1.78,63.5,0.3537,20.04166140638808,Male,17
6.0,2.0,1.85,104.33,0.3537,30.483564645726805,Male,17
6.0,2.0,1.88,79.38,0.3537,22.45925758261657,Male,17
6.0,2.0,1.8,66.23,0.3537,20.441358024691358,Male,17
5.0,1.0,1.52,86.64,0.2985,37.5,Female,16
5.0,1.0,1.52,60.33,0.2985,26.112361495844876,Female,16
6.0,1.0,1.63,76.2,0.2985,28.680040648876513,Female,17
5.0,1.0,1.6,53.98,0.2985,21.085937499999996,Female,16
4.0,1.0,1.73,54.43,0.3111,18.186374419459387,Female,15
5.0,1.0,1.65,74.84,0.3111,27.48943985307622,Female,16
5.0,2.0,1.93,147.42,0.3321,39.57690139332599,Male,16
4.0,2.0,1.7,61.69,0.3321,21.346020761245676,Male,15
4.0,2.0,1.75,86.18,0.3321,28.14040816326531,Male,15
5.0,2.0,1.83,81.65,0.3321,24.3811400758458,Male,16
5.0,2.0,1.73,79.38,0.3321,26.522770556984863,Male,16
4.0,2.0,1.73,100.25,0.3321,33.49594039226169,Male,15
5.0,2.0,1.73,70.31,0.3321,23.492265027231113,Male,16
4.0,2.0,1.68,86.18,0.3321,30.5342970521542,Male,15
5.0,2.0,1.83,83.92,0.3321,25.058974588670903,Male,16
5.0,1.0,1.63,56.25,0.3111,21.171289849072227,Female,16
4.0,1.0,1.68,107.05,0.3111,37.92871315192744,Female,15
4.0,1.0,1.63,46.72,0.3111,17.584402875531634,Female,15
5.0,1.0,1.63,52.62,0.3111,19.805035944145434,Female,16
4.0,1.0,1.65,68.49,0.0936,25.15702479338843,Female,15
4.0,1.0,1.5,70.31,0.3111,31.24888888888889,Female,15
4.0,1.0,1.68,108.86,0.3111,38.570011337868486,Female,15
6.0,2.0,1.7,104.33,0.1305,36.10034602076125,Male,17
6.0,2.0,1.78,70.31,0.1305,22.191011235955056,Male,17
7.0,2.0,1.75,83.92,0.1305,27.40244897959184,Male,18
6.0,2.0,1.68,60.78,0.1305,21.534863945578234,Male,17
6.0,2.0,1.68,95.26,0.1305,33.7514172335601,Male,17
6.0,2.0,1.7,61.69,0.1305,21.346020761245676,Male,17
6.0,2.0,1.83,67.13,0.1305,20.045388037863177,Male,17
7.0,1.0,1.68,58.06,0.1101,20.57114512471656,Female,18
7.0,1.0,1.63,56.7,0.1101,21.340660167864808,Female,18
5.0,1.0,1.68,63.5,0.1101,22.498582766439913,Female,16
7.0,1.0,1.68,102.06,0.1101,36.16071428571429,Female,18
6.0,1.0,1.83,71.67,0.1101,21.40105706351339,Female,17
6.0,1.0,1.63,54.43,0.1101,20.4862810041778,Female,17
4.0,2.0,1.75,66.23,0.2268,21.626122448979594,Male,15
4.0,2.0,1.7,58.97,0.2268,20.40484429065744,Male,15
7.0,2.0,1.75,81.65,0.2268,26.66122448979592,Male,18
5.0,2.0,1.63,102.97,0.2268,38.75569272460386,Male,16
4.0,2.0,1.9,83.92,0.2268,23.246537396121884,Male,15
6.0,2.0,1.8,83.92,0.2268,25.901234567901234,Male,17
5.0,2.0,1.78,68.04,0.2268,21.474561292766065,Male,16
5.0,2.0,1.73,132.9,0.2268,44.405092051187815,Male,16
4.0,2.0,1.8,115.67,0.2268,35.70061728395061,Male,15
5.0,1.0,1.55,61.24,0.1352,25.490114464099893,Female,16
4.0,1.0,1.68,59.42,0.1352,21.053004535147394,Female,15
7.0,1.0,1.68,65.77,0.1352,23.302862811791385,Female,18
4.0,1.0,1.73,127.01,0.1352,42.43710113936316,Female,15
5.0,1.0,1.78,76.66,0.1352,24.19517737659386,Female,16
6.0,1.0,1.63,59.88,0.1352,22.537543753999024,Female,17
5.0,1.0,1.6,56.7,0.1352,22.148437499999996,Female,16
5.0,1.0,1.55,73.48,0.1352,30.584807492195626,Female,16
5.0,1.0,1.65,65.77,0.1352,24.157943067033976,Female,16
5.0,1.0,1.57,53.52,0.1352,21.712848391415474,Female,16
5.0,1.0,1.73,63.5,0.1352,21.216879949213137,Female,16
4.0,2.0,1.83,90.72,0.2139,27.089492072023646,Male,15
5.0,2.0,1.63,73.48,0.2139,27.656291166396933,Male,16
5.0,1.0,1.68,61.24,0.1352,21.697845804988667,Female,16
5.0,1.0,1.63,104.33,0.3948,39.267567465843655,Female,16
4.0,1.0,1.6,72.58,0.3948,28.351562499999993,Female,15
6.0,2.0,1.85,72.58,0.2139,21.20672023374726,Male,17
5.0,2.0,1.7,89.81,0.2139,31.076124567474054,Male,16
4.0,2.0,1.88,70.31,0.2139,19.893051154368493,Male,15
4.0,2.0,1.68,74.39,0.2139,26.357001133786852,Male,15
5.0,2.0,1.73,68.04,0.2139,22.733803334558456,Male,16
4.0,2.0,1.73,85.73,0.2139,28.64445855190618,Male,15
5.0,2.0,1.88,111.13,0.2139,31.442394748755092,Male,16
4.0,2.0,1.68,116.12,0.2139,41.14229024943312,Male,15
6.0,2.0,1.83,58.97,0.2139,17.608767057839884,Male,17
7.0,1.0,1.65,105.24,0.0795,38.655647382920115,Female,18
6.0,1.0,1.68,90.72,0.1101,32.142857142857146,Female,17
5.0,1.0,1.65,77.57,0.1101,28.492194674012858,Female,16
7.0,1.0,1.7,51.26,0.1101,17.73702422145329,Female,18
6.0,1.0,1.6,52.62,0.1101,20.554687499999996,Female,17
5.0,1.0,1.55,61.24,0.1101,25.490114464099893,Female,16
5.0,1.0,1.68,49.9,0.1101,17.67998866213152,Female,16
7.0,1.0,1.7,74.84,0.1101,25.8961937716263,Female,18
7.0,1.0,1.73,52.16,0.1101,17.427912726786726,Female,18
5.0,1.0,1.68,54.43,0.1101,19.285005668934243,Female,16
6.0,2.0,1.93,114.31,0.1305,30.68807216301109,Male,17
6.0,2.0,1.73,65.77,0.1305,21.975341641885795,Male,17
7.0,2.0,1.9,129.28,0.1305,35.81163434903047,Male,18
5.0,2.0,1.83,61.24,0.1305,18.286601570664992,Male,16
6.0,2.0,1.83,135.63,0.0408,40.499865627519476,Male,17
6.0,2.0,1.78,97.52,0.1305,30.77894205277111,Male,17
6.0,2.0,1.78,67.13,0.1305,21.187350082060345,Male,17
5.0,2.0,1.88,63.05,0.1305,17.838954277953825,Male,16
7.0,2.0,1.7,76.66,0.1305,26.52595155709343,Male,18
4.0,2.0,1.9,73.03,0.2139,20.229916897506925,Male,15
4.0,2.0,1.63,69.85,0.2139,26.290037261470133,Male,15
5.0,1.0,1.65,59.42,0.3948,21.825528007346193,Female,16
4.0,1.0,1.63,79.38,0.3948,29.876924235010726,Female,15
4.0,1.0,1.63,58.51,0.3948,22.021905227897175,Female,15
5.0,1.0,1.78,66.68,0.1352,21.045322560282795,Female,16
5.0,1.0,1.65,51.71,0.1352,18.993572084481176,Female,16
4.0,1.0,1.63,56.7,0.1352,21.340660167864808,Female,15
5.0,1.0,1.55,54.89,0.1352,22.847034339229968,Female,16
4.0,1.0,1.55,58.97,0.1352,24.54526534859521,Female,15
5.0,1.0,1.68,67.59,0.1352,23.947704081632658,Female,16
5.0,2.0,1.65,69.4,0.2268,25.491276400367315,Male,16
4.0,2.0,1.78,85.28,0.2268,26.915793460421664,Male,15
5.0,2.0,1.8,131.54,0.2268,40.59876543209876,Male,16
5.0,2.0,1.7,58.97,0.2268,20.40484429065744,Male,16
4.0,2.0,1.88,83.92,0.2268,23.743775464010866,Male,15
5.0,1.0,1.63,61.24,0.1352,23.049418495238815,Female,16
4.0,1.0,1.57,56.25,0.1352,22.820398393443952,Female,15
7.0,1.0,1.57,61.24,0.0795,24.844821290924582,Female,18
7.0,1.0,1.6,80.74,0.0795,31.539062499999993,Female,18
7.0,1.0,1.65,68.04,0.0316,24.991735537190088,Female,18
7.0,1.0,1.63,63.96,0.0795,24.073167977718395,Female,18
7.0,1.0,1.63,51.71,0.0795,19.46253152169822,Female,18
7.0,1.0,1.75,81.65,0.0795,26.66122448979592,Female,18
7.0,1.0,1.65,81.65,0.0795,29.990817263544542,Female,18
7.0,1.0,1.75,86.18,0.0795,28.14040816326531,Female,18
7.0,1.0,1.73,70.31,0.0795,23.492265027231113,Female,18
7.0,1.0,1.57,54.43,0.0795,22.082031725424965,Female,18
6.0,1.0,1.7,77.11,0.0795,26.68166089965398,Female,17
7.0,2.0,1.73,68.04,0.206,22.733803334558456,Male,18
7.0,2.0,1.83,63.5,0.1613,18.961450028367523,Male,18
6.0,2.0,1.7,63.5,0.1613,21.972318339100347,Male,17
6.0,1.0,1.63,45.36,0.0795,17.072528134291844,Female,17
6.0,1.0,1.52,52.16,0.0795,22.576177285318558,Female,17
7.0,1.0,1.57,53.98,0.0795,21.899468538277414,Female,18
7.0,1.0,1.6,113.4,0.0795,44.29687499999999,Female,18
7.0,1.0,1.63,62.14,0.1014,23.38815913282397,Female,18
6.0,1.0,1.63,66.68,0.1014,25.09691746019798,Female,17
6.0,1.0,1.57,58.97,0.0795,23.92389143575804,Female,17
7.0,1.0,1.6,60.78,0.0795,23.742187499999996,Female,18
7.0,1.0,1.65,63.05,0.0795,23.158861340679525,Female,18
7.0,1.0,1.57,47.17,0.0795,19.1366789727778,Female,18
6.0,1.0,1.6,79.38,0.0795,31.007812499999993,Female,17
7.0,1.0,1.73,58.06,0.0795,19.399244879548263,Female,18
7.0,1.0,1.78,74.84,0.0795,23.620754955182427,Female,18
7.0,1.0,1.78,84.82,0.0795,26.770609771493497,Female,18
7.0,2.0,1.83,108.86,0.1613,32.506196064379346,Male,18
7.0,2.0,1.6,53.07,0.1613,20.730468749999996,Male,18
7.0,2.0,1.78,68.04,0.1613,21.474561292766065,Male,18
7.0,2.0,1.75,68.04,0.1613,22.21714285714286,Male,18
7.0,2.0,1.9,106.6,0.1613,29.529085872576175,Male,18
7.0,2.0,1.68,62.6,0.1613,22.179705215419506,Male,18
6.0,2.0,1.88,120.2,0.1613,34.00860117700317,Male,17
7.0,2.0,1.7,68.95,0.1613,23.858131487889278,Male,18
6.0,1.0,1.78,81.65,0.0795,25.7701047847494,Female,17
4.0,2.0,1.7,56.7,1.5619,19.61937716262976,Male,15
5.0,1.0,1.65,44.91,2.1715,16.49586776859504,Female,16
5.0,1.0,1.73,105.24,2.0389,35.16321961976678,Female,16
5.0,1.0,1.65,48.54,2.1715,17.829201101928376,Female,16
4.0,1.0,1.73,49.9,2.1715,16.672792275050952,Female,15
4.0,1.0,1.7,68.04,2.1715,23.543252595155714,Female,15
4.0,1.0,1.73,58.97,2.1715,19.703297804804702,Female,15
4.0,1.0,1.73,55.79,2.1715,18.640783186875606,Female,15
